24,99,16,34,8,6,15,31,12,47,43,2,9,11,17,38,22,10,77,78,3,14,20,41,23,48,45,21,19,4,7,51,42,54,1,5,62,-1,-1,-1
1.256,2.124,1.711,1.56,1.734,1.12,1.921,1.564,0.047,2.391,2.141,0.604,2.03,0.917,1.419,0.686,0.104,0.0,2.269,3.015,2.847,0.152,3.22,1.285,3.254,2.907,0.781,0.363,1.083,0.288,2.279,1.886,2.535,0.519,2.477,0.409,2.667,-1.0,-1.0,-1.0
33.913,33.549,34.049,33.71,33.644,33.977,33.6,33.981,34.215,33.79,34.04,34.104,34.068,34.052,33.935,34.318,34.099,34.066,34.039,33.921,33.831,34.317,33.441,33.959,33.566,33.617,34.104,34.075,33.986,34.225,33.519,34.051,34.029,34.036,33.573,34.195,33.743,-1.0,-1.0,-1.0
30.923,30.879,30.78,30.892,30.891,31.1,30.918,30.905,30.871,30.914,31.064,30.999,31.161,30.954,31.014,31.022,30.765,30.786,31.081,31.195,31.291,30.778,31.24,31.063,31.195,30.879,30.954,30.897,30.94,31.02,30.865,30.929,31.309,30.891,30.928,31.009,31.388,-1.0,-1.0,-1.0
30.861,31.079,31.048,30.99,30.975,31.009,31.01,31.074,30.592,31.088,31.054,30.786,31.024,30.805,31.087,31.046,30.656,30.649,31.066,30.98,31.335,30.58,30.689,31.043,30.908,30.992,30.759,30.609,30.823,30.712,31.075,31.087,31.626,30.626,31.071,30.748,31.378,-1.0,-1.0,-1.0
30.692,31.177,30.742,30.845,30.927,31.01,31.116,31.052,30.71,31.3,31.36,30.543,30.847,30.661,30.948,30.725,30.684,30.679,31.254,30.869,31.05,30.716,31.158,30.956,30.954,30.88,30.676,30.727,30.689,31.148,31.217,31.306,31.033,30.727,31.323,30.55,31.104,-1.0,-1.0,-1.0
30.611,30.875,30.678,30.567,30.663,30.489,31.022,30.887,30.715,30.663,30.903,30.775,30.786,30.667,30.794,30.652,30.704,30.737,31.136,31.003,30.77,30.708,31.013,30.625,31.021,30.756,30.654,30.67,30.636,30.977,30.922,31.294,30.735,30.687,31.323,30.722,30.778,-1.0,-1.0,-1.0
30.715,30.62,30.537,30.934,30.805,30.596,30.543,30.599,30.687,30.82,30.654,30.628,30.675,30.662,30.781,30.707,30.688,30.66,31.151,30.945,30.934,30.727,30.657,30.871,30.896,30.759,30.611,30.764,30.68,30.686,30.547,31.148,30.977,30.864,31.116,30.71,31.353,-1.0,-1.0,-1.0
30.686,30.95,30.632,30.627,30.794,30.681,31.008,30.914,30.702,30.644,30.591,30.696,30.732,30.645,30.81,30.646,30.709,30.728,31.145,31.054,31.052,30.705,30.416,30.851,30.963,30.647,30.688,30.694,30.683,30.66,30.803,31.202,31.101,30.72,31.098,30.724,31.049,-1.0,-1.0,-1.0
30.658,30.975,30.785,30.748,31.034,30.674,30.587,30.473,30.726,30.954,31.099,30.768,30.777,30.715,30.518,30.596,30.72,30.679,31.03,31.041,31.173,30.747,30.637,30.53,30.712,30.912,30.726,30.802,30.689,30.857,30.798,31.053,31.079,30.693,30.756,30.707,30.953,-1.0,-1.0,-1.0
30.995,31.074,30.883,30.896,30.893,31.017,30.808,30.722,30.725,30.974,30.872,30.83,30.897,30.763,30.809,30.864,30.733,30.752,30.565,30.785,30.789,30.762,30.982,30.836,30.467,31.052,30.783,30.725,30.809,30.791,30.748,30.645,30.972,30.726,30.504,30.729,30.746,-1.0,-1.0,-1.0
30.874,30.685,30.875,30.829,30.985,30.788,30.906,30.891,30.716,31.232,31.137,30.593,30.657,30.834,31.086,30.743,30.728,30.77,30.713,30.702,30.67,30.706,30.639,31.008,30.638,30.952,30.831,30.722,30.809,30.912,30.799,30.661,30.798,30.744,30.63,30.745,30.798,-1.0,-1.0,-1.0
30.67,30.789,30.821,30.84,30.914,30.86,31.124,30.891,30.757,31.196,30.898,30.799,31.028,30.751,31.114,30.82,30.736,30.699,31.435,30.694,30.719,30.766,30.773,31.19,30.822,30.7,30.729,30.738,30.775,30.689,30.924,31.106,30.843,30.81,30.668,30.805,30.835,-1.0,-1.0,-1.0
30.659,30.979,30.998,30.914,31.013,30.915,31.164,30.707,30.897,30.759,30.786,30.868,30.821,30.839,30.756,30.922,30.904,30.898,31.057,30.761,30.906,30.902,30.944,30.724,30.802,30.813,30.822,30.931,30.84,30.935,30.987,31.386,31.087,30.918,30.806,30.799,30.871,-1.0,-1.0,-1.0
30.921,30.858,30.766,30.807,30.734,30.819,30.996,30.773,30.941,30.861,30.881,30.822,30.709,30.835,30.743,30.878,30.939,30.929,30.977,30.763,30.605,30.959,31.029,30.746,31.094,31.071,30.74,30.93,30.833,30.948,30.967,30.935,31.0,30.725,30.729,30.864,30.506,-1.0,-1.0,-1.0
